,index,mismatch,hpv16_cin_fn_k,hpv16_dur_cin_par1,hpv18_cin_fn_k,hpv18_dur_cin_par1,hi5_cin_fn_k,hi5_dur_cin_par1,hi5_rel_beta,ohr_cin_fn_k,ohr_dur_cin_par1,ohr_rel_beta,beta,f_cross_layer,m_cross_layer
2741,2741,45.02931981471656,0.04681381093829587,8.173521407915118,0.632845763105311,3.6378397249818457,0.15343012226009534,2.8704974566408943,0.4846964099867798,0.03741973940193842,6.383307602692501,0.5063518323666747,0.4455300386000675,0.08840977489014007,0.8688821690739967
2592,2592,45.02931981471656,0.4456717842254038,7.244105347889708,0.28474914733176804,5.805739575666469,0.09185585512211693,7.151503742627681,0.45837583915158414,0.2918795864244222,8.018878278337302,0.31337560368961176,0.1190638374935575,0.2799961194887798,0.9045521422080323
2593,2593,45.02931981471656,0.3975190353294059,11.26503300588513,0.3928118948919997,6.592223982377218,0.6177783228803411,3.204077411201856,0.4473059037457394,0.04371698349147604,5.746757578886052,0.3107654899754077,0.2783016379389657,0.07244469692701805,0.8978033156095782
2983,2983,45.02931981471656,0.47264647546586697,8.0196697455046,0.07533213792984866,5.187556408166174,0.8195266382186726,2.052017991055242,0.48678217898929144,0.1358628583786548,7.662304078830342,0.3157526567246758,0.09656608615062043,0.2461211834293457,0.46578435266592677
2986,2986,45.02931981471656,0.4534210924246464,8.338086956774143,0.6033340146700621,4.584537244366636,0.7942979801552972,11.082318401667697,0.06521272336829327,0.09670353233571226,6.492284551508436,0.41333165036803804,0.08474148538523602,0.7919019396108642,0.9467446082872455
2992,2992,45.02931981471656,0.771536026156103,8.24308035711917,0.5731129417525508,6.643004436042963,0.3059216383078991,3.062835356812827,0.3896589702878311,0.04666301750555257,8.499545037257713,0.5985523363182443,0.4996018509374499,0.2775134920787456,0.6583642624285602
3008,3008,45.02931981471656,0.47267250028850366,7.953720960635756,0.6346409827013259,6.983217653796251,0.056965939866455984,3.314452014441315,0.4393563825323443,0.07202016890445057,8.767933577160363,0.2568134704053544,0.11589938619329693,0.038198324474384204,0.5352581489401703
3009,3009,45.02931981471656,0.471074745260195,4.533052556857632,0.5832873516506555,6.977131689348443,0.07802973505272978,3.2167555596163004,0.5031159653016174,0.15615342605762678,11.758914480499035,0.3325815044869171,0.07170759279937405,0.5572988705407158,0.48172156051044546
4964,4964,45.02931981471656,0.70042044408317,7.662426162422413,0.10001823026762584,6.576286307708902,0.48250583062638647,2.2335449665340272,0.3900868865473984,0.0872614764173804,8.136081143585999,0.23056090339513086,0.48106823187457615,0.2724255192061116,0.4061303124377319
2559,2559,45.02931981471656,0.45540329374560923,7.622438749222595,0.3187426936496868,7.095679737303764,0.664114550518744,2.7145367247373473,0.507455353935754,0.10355873492243249,7.005654816730452,0.15929151831250216,0.09246745923614343,0.3795716224961365,0.542965274668056
2708,2708,45.02931981471656,0.39694258617874834,11.12898361439119,0.5161698160393735,4.975429998254682,0.8146138186880406,7.960226372150428,0.3853731987684609,0.05356892372187352,6.904803740432906,0.1865975319860808,0.4785605780593715,0.09488520678944018,0.9589327825477867
2526,2526,45.02931981471656,0.4293433504761662,8.616515278301087,0.8355578383759585,7.6338657111929225,0.5217557866906891,8.156541221094667,0.7968105916363128,0.03328609570348258,8.041852290759138,0.3643586460430329,0.05361825142665419,0.22861704233955593,0.5149302351122025
